artist_name,artist_mbid,title,release,year,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,energy,danceability,artist_familiarity,artist_hotttnesss,song_hotttnesss,artist_id,song_id,track_id,name,gender,country,type,tags,genre_principal,begin_date,end_date,area,mbid_ok,mbid_status
The Hokum Boys,83efa4ec-4c87-4953-a162-1861f7ec1158,Ain't Goin' To Beg You For That Stuff,The Hokum Boys Vol. 1939,0,209.73669,5,0.332,-20.349,0,0.47,116.096,4,0.639,0.0,0.0,0.3789300315034212,0.0,,ARL2XD71187B9B690B,SOJFDTQ12A8C140F90,,Famous Hokum Boys,,US,Group,,,1930-04,1930-09,United States,True,ok
Karaoke (Made famous by DMX),f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,Ruff Ryder's Anthem (Guide Vocal),Karaoke : The Best Of Hip-Hop Volume 7,0,218.17424,10,0.138,-11.382,0,0.297,91.001,4,0.809,0.0,0.0,0.822316235978841,0.5088131950100051,,ARTE9CG1187B99B1AF,SOOMQYS12A8C141F23,,DMX,Male,US,Person,"conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Hip-Hop,1970-12-18,2021-04-09,United States,True,ok
No Address,a2fb78e5-27d3-4479-a511-d93bc0f98a51,Pretty Girl (Amended Version),Time Doesn't Notice,2005,286.4322,5,0.923,-8.1,1,0.576,87.106,4,0.837,0.0,0.0,0.5074306290551038,0.3449848106181245,0.5114243256864599,ARVTGUZ1187B9AA3DA,SOSDPXR12A58A7A45D,,No Address,,US,Group,,,,,United States,True,ok
Mr. Grillo,nan,Aqui Estoy,A la Conquista,0,208.45669,4,0.23,-5.641,0,0.308,191.956,4,1.0,0.0,0.0,0.518077177737307,0.0,0.0,ARCTEJY1269FCCF46D,SOQNELE12AB0187B0A,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Hinge,60f4a8da-9595-4ef2-8c1d-5c7a271963cd,Pork Chop Sandwich,Elemental Evil,0,247.48363,7,0.163,-5.154,1,0.303,86.061,4,0.915,0.0,0.0,0.5618215107787774,0.34977634545642816,0.26586104921065007,ARA3O2C1187B989063,SOSWAAA12A58A7CE6B,,Hinge,,US,Group,,,,,United States,True,ok
Samba Enredo,2dbe7eb0-2308-42a0-905f-43cbbdb43211,Estacao Primeira Da Mangueira_ Viva Do Samba,Samba Enredo Du Carnaval De Rio,0,202.05669,9,0.241,-10.415,1,0.411,139.344,4,0.0,0.0,0.0,0.044034681212853276,0.0,,ARHEBZJ1187FB37C3A,SOOHGVW12A8C1449BB,,G.R.E.S. Estação Primeira De Mangueira,,BR,Group,,,,,Rio de Janeiro,True,ok
Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,nan,Mefistofele/La luna immobile,Mefistofele,0,225.30567,10,0.843,-36.577,1,0.761,39.187,4,0.0,0.0,0.0,0.2292644307373896,0.0,,ARCLGCL1241B9CA830,SOUVFBG12A58A7B0DC,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Bottom Of The Hudson,72a813ce-c337-4885-9216-cd0b8e0effb2,One of Us,Holiday Machine,2005,193.35791,3,0.642,-7.474,1,0.49,106.14,1,0.0,0.0,0.0,0.4987584081140403,0.35842358619956016,0.21508031850922793,ARELMNO1187FB52929,SOAGWGQ12A8C13F9A5,,Bottom of the Hudson,,US,Group,,,1998,,Philadelphia,True,ok
Britney Spears,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Break The Ice,Break The Ice: Dance Remixes,2007,530.12853,0,0.652,-5.432,1,0.509,130.012,4,0.17,0.0,0.0,0.9473275066349645,0.6072572795814319,,AR03BDP1187FB5B324,SOSCFCE12AAF3B1DE5,,Britney Spears,Female,US,Person,"2000s, american, dance-pop, electro house, electropop, pop, teen pop, y2k",Pop,1981-12-02,,United States,True,ok
Delroy Wilson,19b3c333-bfc3-4915-ace8-cdb4a5a79a9b,Half Way Up The Stairs,Blood & Fire: Hit Sounds From The Observer Station 1970-1978,0,191.99955,7,0.239,-8.045,1,0.492,147.791,4,0.309,0.0,0.0,0.5834430235496894,0.3857876145843115,0.0,ARZZRK91187B9A5CA5,SOEWTMM12AB018A9FF,,Delroy Wilson,Male,JM,Person,"lovers rock, reggae",Rock,1948-10-05,1995-03-06,Jamaica,True,ok
The Roches,4ee9f5ed-5f20-41a7-b467-72c79549a67d,It's Bad For Me (Album Version),Nurds,1980,165.98159,0,0.417,-20.394,1,0.435,34.335,4,0.0,0.0,0.0,0.573612399374637,0.37225120793006455,0.0,AR11NP91187B9901B4,SONWQGF12AB018719A,,The Roches,,US,Group,"2008 universal fire victim, american, christmas music, contemporary folk, folk, folk pop, rock",Folk,1973,,United States,True,ok
Rhian Sheehan,2c4ecb84-649b-4e55-aaae-bce404395a50,Untitled,Music for Nature Documentaries,2004,38.922,0,0.572,-18.406,1,0.446,83.412,1,0.74,0.0,0.0,0.5580077519194866,0.41478065907349704,0.0,AREOREU1187B99AACD,SOVAGPJ12AB017E892,,Rhian Sheehan,Male,NZ,Person,"_add discogs releases, ambient, cinematic, new zealand, orchestral, post-rock",Rock,,,New Zealand,True,ok
JennyAnyKind,eb722df4-372e-4742-8586-f7ff658012d6,I'm On The Run,Peas And Collards,2003,326.79138,10,0.552,-10.854,0,0.3,150.243,4,0.175,0.0,0.0,0.3600311664643514,0.29626895431146333,0.0,ARGSJW91187B9B1D6B,SOHDLOZ12A6D223A7A,,Jennyanykind,,US,Group,"indie rock, neo-psychedelia",Rock,1991,,United States,True,ok
Rishi Rich,9b52b90b-9858-4463-b20d-7e00480c4714,Sorry Feat. Rafaqat Ali Khan,The Project,2006,235.25832,6,0.07,-7.676,0,0.0,71.14,3,0.553,0.0,0.0,0.49266950256154113,0.3313731698994171,,ARTJJZZ1187B9BA5E7,SOIPJHI12A6D4F58C4,,Rishi Rich,Male,GB,Person,,,,,United Kingdom,True,ok
Devanic,f2e11fac-6d7a-481d-8181-f08f4722ca6c,I Am,Mask Industries,2006,336.06485,4,0.034,-7.071,1,0.239,87.044,4,0.437,0.0,0.0,0.4897124364921915,0.25109374038006843,,AR74W1A1187FB5ACFC,SOSZFJT12AB0181E84,,Devanic,,,Group,"austria, danzer, death metal, in flames, melodeath, melodic, melodic death metal, metal, vienna",Rock,2004-05,,,True,ok
Jackie Wilson,f0bf4fa0-028e-452f-82d3-7d4375e105dd,If I Can't Have You,Lonely Teardrops,1958,101.77261,10,0.32,-10.283,1,0.36,161.728,4,1.0,0.0,0.0,0.6933279789975069,0.41940814111863367,,ARHRKTK1187B99E1D5,SOEDUXP12AB0180ABF,,Jackie Wilson,Male,US,Person,"chicago soul, classic soul, doo-wop, northern soul, pop, pop soul, r&b, rhythm & blues, rock & roll, rock and roll, rock-and-roll, soul, traditional pop",R&B,1934-06-09,1984-01-21,United States,True,ok
Cadet,c872f796-1497-49d2-8c29-852baa3ede69,Medley: Father_ I Adore You/More Precious Than Silver,Earth To Heaven,0,267.07546,7,1.0,-5.105,1,0.845,80.721,4,0.534,0.0,0.0,0.4941316521876462,0.363566183221429,0.0,AR1ZNJO1187B993E46,SOFBBQY12A6D4F67B6,,Cadet,,US,Group,,,,,United States,True,ok
Isabel Pantoja,730e5c7d-4d24-4a43-bc30-85c9ce41e35b,Si Tu Me Dices Ven,Diez Boleros Y Una Canción De Amor,0,220.94322,7,0.337,-6.451,0,0.522,73.811,5,0.641,0.0,0.0,0.4961526363780512,0.36350651579267457,0.23962909777363708,ARUK0W21187B995456,SOHQXIF12A8C13FEAD,,Isabel Pantoja,Female,ES,Person,"copla, flamenco, latin, latin ballad, sevillanas",Latin,1956-08-02,,Spain,True,ok
Eason Chan,86119d30-d930-4e65-a97a-e31e22388166,Xi Yang Wu Xian Hao,Eason Moving On Stage 1,0,241.44934,10,0.806,-13.294,1,0.688,81.999,4,0.456,0.0,0.0,0.5552772243406455,0.3952176870494936,,ARA8DDQ1187B9AE3A0,SOCIBOU12AB0183541,,陳奕迅,Male,HK,Person,"1990s, 1990s hong kong debut, 2000s, 2010s, 2020s, actor, cantopop, chinese, mandopop, pop",Pop,1974-07-27,,Hong Kong,True,ok
Sex Machine,bf8ea2da-9847-4446-9809-5a3089304e8f,We Wanna Change Our Band Name,Huraratelyart,0,148.47955,0,0.764,-2.972,1,0.689,170.167,4,0.044,0.0,0.0,0.4651246335882435,0.2981852512173217,0.0,ARS5Z5P1187FB3F325,SOXFQVO12AC3DF99ED,,セックスマシーン,,JP,Group,likedis auto,,1998,,Japan,True,ok
Gordon MacRae,63da067e-d1ba-4e39-a1ac-ef09594993c4,Soliloquy (2001 Digital Remaster),Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),0,470.9873,5,0.2,-14.563,1,0.357,133.017,3,0.97,0.0,0.0,0.4124730423730093,0.3069763072258157,,AR9F71I1187FB46CAF,SOZIIMQ12A8C13700E,,Gordon MacRae,Male,US,Person,,,1921-03-12,1986-01-24,United States,True,ok
Pinch,b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6,Widescreen,Underwater Dancehall,0,288.39138,6,0.624,-10.411,0,0.563,70.047,4,1.0,0.0,0.0,0.5830496125438399,0.3640067137295025,0.5447509131829931,AROJ4RQ1187FB50102,SODMUKC12AB017E2F3,,Pinch,,,,,,,,,True,ok
Young-Holt Unlimited,20da153b-cb7c-487d-a4fe-0bd5c9b4b003,The Devil Made Me Do Dat (LP Version),Mellow Dreamin',1970,176.63955,2,0.77,-11.987,1,0.519,166.796,7,0.0,0.0,0.0,0.5022450227955548,0.2159587031372573,,ARTJ9GZ1187B9B46DE,SOLSRWZ12A6D4FA452,,Young–Holt Unlimited,,US,Group,"jazz, soul jazz",Jazz,1968,1974,United States,True,ok
Kanda Bongo Man,aee0642c-1d8b-4a64-9993-443f94242b2e,Dyna,Djessy,0,500.6624,8,0.301,-12.602,0,0.315,131.444,4,0.897,0.0,0.0,0.4858279673478768,0.32242454014879485,,ARMRQF21187FB54D89,SOVYJHX12AB017F591,,Kanda Bongo Man,Male,CD,Person,"kwassa kwassa, soukous",,1955,,Democratic Republic of the Congo,True,ok
The Tokens,7f64a5ed-b0d6-4686-9567-6ccf0915c06d,La Bamba,Wimoweh!!! - The Best Of The Tokens,1994,154.06975,0,0.523,-10.319,1,0.459,83.809,4,1.0,0.0,0.0,0.604282094145912,0.4075390194461255,,AR2VROU1187FB532D7,SOPXQOC12A8C13A02A,,The Tokens,,US,Group,"doo-wop, pop, psychedelic pop",Pop,1955,,United States,True,ok
Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,8f867e44-d3fb-4ae1-9177-5b186a64afce,Largo,Baroque at Bathtime,0,141.322,2,0.708,-29.128,0,0.66,106.98,4,0.141,0.0,0.0,0.49007349958682267,0.334782293472985,0.0,ARJEPNS1187FB3DEF4,SOBRRQI12AB017E0A0,,Ángel Romero,Male,ES,Person,"classical, conductor, guitarist, spanish conductor, spanish guitarist",Classical,1946-08-17,,Spain,True,ok
Philippe Eidel,dee943c2-0f40-42f1-8412-23f6d1eaa252,Tarha Tinghi,Imuhar_ une légende (Bande Originale du Film),0,301.11302,4,0.626,-10.685,0,0.568,136.955,4,0.865,0.0,0.0,0.4101009989070512,0.25529219356954447,,ARVHRK71187B98BEAE,SOWOSII12AB01858A0,,Philippe Eidel,Male,FR,Person,,,1956-12-22,2018-09-06,France,True,ok
XLNC,b0c4d346-d93c-41b4-a35f-401f4d3b58e8,Pichleh Janam Dee,Kangna,1998,386.55955,1,0.456,-12.373,0,0.365,160.08,4,0.571,0.0,0.0,0.3878914584606632,0.2773236480092531,,ARMTIIX1187B9A1896,SOVRBXC12A6D4F757B,,XLNC,,,,,,,,,True,ok
Johnny Kidd And The Pirates,nan,Watermelon Man,Heros Of Rock And Roll,0,150.07302,7,0.205,-17.914,1,0.601,88.521,3,0.938,0.0,0.0,0.5659939389788706,0.35321520069141527,0.0,ARXENBZ11F50C47691,SOJCCCM12A8C130021,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Daddy Yankee / Bounty Killer,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Controlando El Area,Caribbean Connection,0,212.08771,7,0.542,-5.394,1,0.716,220.311,4,1.0,0.0,0.0,0.9089842956402567,0.562506672288816,0.3135621142479342,ARBNXYA1187FB51C50,SOLJCRC12AB01806CF,,Daddy Yankee,Male,PR,Person,"hip hop, latin, latin pop, latin urban, puerto rico, reggae, reggaeton",Latin,1977-02-03,,Puerto Rico,True,ok
El Presidente,e8c569e7-c79e-4e12-873f-f628a3027a64,Turn This Thing Around,Turn This Thing Around,0,213.05424,6,0.571,-4.353,1,0.403,111.043,4,0.791,0.0,0.0,0.5462011777955391,0.3311841025038174,,AR89X161187B9A7581,SODHEMN12A8C13E1D2,,Esa,Male,IT,Person,,,1973-10-01,,Italy,True,ok
Blind Willie McTell,81e02e29-e46a-49cb-bf13-d204cbe86daa,Boll Weevil,The Devil Can't Hide From Me,2001,116.34893,0,0.661,-15.872,1,0.551,130.36,4,0.062,0.0,0.0,0.5914285519642304,0.3853449137330586,,ARRU9GR1187FB43F56,SODNUSJ12A8C137B05,,Blind Willie McTell,Male,US,Person,"acoustic blues, blues, country blues, piedmont blues, prewar blues",Blues,1901-05-05,1959-08-19,United States,True,ok
Luke Vibert,0b59a279-54ef-4723-854e-a12b61e9581a,Gwithian,Lover's Acid,2005,418.79465,7,0.645,-15.199,0,0.503,101.905,4,1.0,0.0,0.0,0.6327182605521509,0.43659933945450535,0.5315802406782681,ARIMJFK1187FB4ED3E,SOKJRSY12A58A7AA78,,Luke Vibert,Male,GB,Person,"british, dance and electronica, drum and bass, electronic, electronica, english, idm, mo wax, trip hop, uk, warp",Electronic,1973-01-26,,United Kingdom,True,ok
Shifty,3fb9ed2c-1586-4084-81d6-d4e07149001f,EZ Cuz You're Beautiful (Album Version),Happy Love Sick,2004,192.91383,3,0.0,-5.295,1,0.134,163.884,4,0.337,0.0,0.0,0.6022640474274863,0.4405775303237883,0.5944833786044303,ARE8LV21187B9B9A6B,SOFKYTG12A6D4F7275,,Shifty Shellshock,Male,US,Person,"rap rock, rock",Rock,1974-08-23,2024-06-24,United States,True,ok
Conway Twitty,a3c60d26-90d6-4788-ba9b-a89693fc396d,Sitting In A Dim Café,The Road That I Walk,0,157.12608,9,0.426,-14.626,1,0.414,89.71,1,0.811,0.0,0.0,0.6632319848008446,0.4937110766426872,0.22914410371660274,AR26X1C1187B9B0A1B,SOBSEPQ12A6701FD9E,,Conway Twitty,Male,US,Person,"2008 universal fire victim, country, nashville sound, rockabilly, singer-songwriter",Country,1933-09-01,1993-06-05,United States,True,ok
Selena,04b97d63-b900-4e2e-92dc-a4331ddc95a6,Techno Cumbia,Unforgettable,0,225.17506,11,0.005,-7.572,1,0.19,90.971,4,0.207,0.0,0.0,0.7483207030670265,0.5458659170701919,0.5333708783158672,AROF4LP1187FB41C51,SOOGMXN12A8C13954F,,Selena,Female,NL,Person,,,1965-08-09,,Netherlands,True,ok
Martin Denny,186edc09-db32-4d4f-ba71-eed418630c83,Manila,Singing Bamboos,1996,144.71791,3,0.328,-17.306,1,0.537,125.052,1,0.0,0.0,0.0,0.5737198552868119,0.3773829172606488,,ARDF6RM1187FB5A409,SONZWRE12AB018B938,,Martin Denny,Male,US,Person,"easy listening, exotica, jazz, lounge",Jazz,1911-04-10,2005-03-02,United States,True,ok
Chelsea,8aedcd15-34fc-4f31-9817-cd444a9b3789,Decide,Live And Loud,1979,301.71383,11,0.607,-9.869,0,0.242,86.727,4,0.667,0.0,0.0,0.5557309181822063,0.35286813356212327,,ARQRD391187FB5515A,SOUVJAU12A58A7A14B,,Chelsea,,GB,Group,"punk, punk rock, rock",Rock,1976,,United Kingdom,True,ok
Alex Ubago,38e3d9bd-5ff2-47f2-8519-52bf7572dd1c,Temblando,Siempre en mi mente,2003,201.09016,9,0.671,-8.205,1,0.66,96.7,7,0.81,0.0,0.0,0.5814752192996689,0.2983770391568912,0.4081108835105221,AR05IU31187B9B9A1A,SOZTUDR12A8C13FE3F,,Álex Ubago,Male,ES,Person,"balada, latin, latin ballad, latin pop, pop, pop rock, spanish",Latin,1981-01-29,,Spain,True,ok
The Plimsouls,43670151-f762-4c71-b560-d279d389eb44,I Want You Back,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,1981,147.9571,4,0.342,-7.842,1,0.438,123.452,4,1.0,0.0,0.0,0.5732431946612826,0.38296165823367334,0.50806750599163,ARZIXB81187B98FCEC,SOQUHYB12AB0186630,,The Plimsouls,,US,Group,power pop,Pop,1978,2007,United States,True,ok
Alicia Keys,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Heartburn,Unplugged,2003,183.43138,1,0.477,-9.74,1,0.354,105.775,4,0.986,0.0,0.0,0.9339161063701853,0.7786735791842135,0.6844729420229011,AR52EZT1187B9900BF,SOTTYPP12AB017AC2D,,Alicia Keys,Female,US,Person,"contemporary r&b, jazz, jazz pop, neo soul, neo-soul, pop soul, r&b, soul",R&B,1981-01-25,,United States,True,ok
Rance Allen Group,67e82ed6-bbde-4c80-9bc0-c7683a174bfc,Put Your Hand In The Hand,Up Above My Head,0,252.36853,2,0.799,-12.48,1,0.942,163.381,4,0.134,0.0,0.0,0.48800888180325214,0.3140117898326241,0.0,AR77FBJ1187FB49D8D,SOLGTDL12A58A7DC29,,The Rance Allen Group,,US,Group,,,1970,,United States,True,ok
Glen Campbell,57976431-1a5c-4968-a422-b92c5e9b0d4f,Woodcarver,Walkin' In The Sun,0,202.70975,1,1.0,-8.472,1,0.978,152.082,3,0.697,0.0,0.0,0.671596269848304,0.4810242392118726,,AR8H87D1187FB3A841,SODMTUR12A8C13C8A4,,Glen Campbell,Male,US,Person,"2008 universal fire victim, baroque pop, christmas music, country, country pop, folk pop, greatest hits, nashville sound",Pop,1936-04-22,2017-08-08,United States,True,ok
Lily Allen,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,LDN (Warbox Original Cut Dub),LDN,2009,234.1873,5,0.041,-7.794,1,0.262,99.982,4,0.926,0.0,0.0,0.9160582384829289,0.5354083792298137,,ARKZJ301187FB521B2,SOHAHVO12AB017D096,,Lily Allen,Female,GB,Person,"alternative pop, alternative rock, british, contemporary r&b, dance-pop, electropop, indie pop, indie rock, nepo baby, pop, ska, synthpop, uk",Pop,1985-05-02,,United Kingdom,True,ok
Artie Fishel & The Promised Band,nan,Artie In The Sky,Gilad Atzmon presents: Artie Fishel & The Promised Band,0,28.83873,7,0.093,-21.501,1,0.354,100.08,1,0.432,0.0,0.0,0.4066299030493948,0.0,0.0,ARRFTTO1241B9C8C96,SOPBHMH12AB018252F,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Michael Gettel,d83529bf-6d3a-4c85-9c5f-e7c991c19956,Through Bucky's Eyes,Places In Time,1992,232.77669,3,0.292,-22.42,1,0.48,103.3,4,0.525,0.0,0.0,0.5106602362805842,0.3337708451653926,,ARTK5LU1187B9A654C,SOIWGSG12A8C133AE2,,Michael Gettel,Male,US,Person,new age,,1958-10-18,,United States,True,ok
Non Phixion,fbca5223-6808-49cd-aebe-300600f51077,Sleepwalkers,Everything Is Nice: The Matador Records 10th Anniversary Anthology,1999,222.56281,10,0.1,-5.724,0,0.566,96.093,4,1.0,0.0,0.0,0.6480694652830665,0.42000107125091535,0.5221315851245031,ARDCE3Q1187B99D0D7,SOEFIUU12A8C133A2B,,Non Phixion,,US,Group,"east coast hip hop, gangsta rap, underground hip hop",Hip-Hop,1995,,United States,True,ok
Les Bonapartes,b8282669-ab13-40c2-a01e-acbb9cf64981,Welcome,Les Bonapartes,0,190.69342,11,0.0,-6.779,1,0.237,181.801,5,0.32,0.0,0.0,0.6290082258599237,0.3619179264135601,0.21508031850922793,ARMFGS71187B98ED03,SOYYBGR12A8C140F1A,,Liquid Soul,,US,Group,"acid jazz, jazz-funk",Jazz,1993,,United States,True,ok
The Roots,a9667e1a-cc53-412e-ae6d-72e24b79cfa8,One Shine,Illadelph Halflife,0,340.40118,1,0.713,-10.345,1,0.754,98.008,4,0.582,0.0,0.0,0.8627954137489581,0.6002824907473767,0.5834012310144627,AR8RXRI1187FB4104B,SOJHRLU12A6701EB67,,The Roots,,US,Group,garage rock,Rock,,,United States,True,ok
Maire Brennan,06a63579-f1fc-4c4d-80fd-729ffafe06f5,The Big Rock (LP Version),Perfect Time,0,184.34567,7,0.153,-9.584,1,0.559,135.124,3,1.0,0.0,0.0,0.5760537226887968,0.3858780577405268,0.5317220984213001,ARHOCKY11E2835D7CB,SOHGHMH12A67020155,,Moya Brennan,Female,IE,Person,"celtic, folk, irish, singer, vocalist",Folk,1952-08-04,,Blessington,True,ok
Flame,59c9c0bf-76af-4a18-8853-d8c9bc3b34f4,Don't Stop,Making Moves,0,190.37995,8,0.122,-8.402,0,0.217,121.015,4,0.859,0.0,0.0,0.6665640069793988,0.4426700046442795,0.0,AR3VSHF1187B9B3002,SOGKFXJ12AB01831BB,,FLAME,,JP,Group,"boy band, j-pop",Pop,2001,2010-03-01,Japan,True,ok
Test Icicles,f1ce0a98-fed9-4337-b817-398720ff6bd8,What's Your Damage?,What's Your Damage?,2005,216.45016,7,0.066,-2.756,1,0.268,174.942,4,0.196,0.0,0.0,0.6820456916342974,0.3734642277637134,,ARGWIHH1187B9A79B0,SOKPTNB12A8151DFF5,,Test Icicles,,GB,Group,"alternative, alternative hardcore, experimental, indie, indie rock, rock",Rock,2004,2006-02,United Kingdom,True,ok
Michal,c53283fc-342d-4f97-b5c8-9561cf034d06,Stay With Me,Magic,0,217.39057,7,0.666,-6.553,1,0.71,149.897,4,0.783,0.0,0.0,0.5965011880976211,0.35334546906553205,,ARU34651187B99A264,SOQCBZS12AB018B8C1,,Michal,Female,US,Person,,,1980-08-30,,United States,True,ok
This Is Hell,48e52efa-e3b9-4e3d-9f20-d408a4b78421,RECKLESS,Misfortunes,2008,119.7971,8,0.184,-5.261,1,0.342,150.006,4,0.0,0.0,0.0,0.6775501489283591,0.4921322209638422,0.7339563305515494,ARVWIEH1187B9B39B5,SOFNTHT12A58A7D462,,This Is Hell,,US,Group,"hardcore, hardcore punk, melodic hardcore",Rock,2004-05,,United States,True,ok
Beres Hammond,a769ffc3-f436-4c7a-9c5c-72b049f5e4d2,Tender Lies,Have A Nice Weekend,0,193.07057,10,0.908,-15.998,1,0.67,170.114,4,0.363,0.0,0.0,0.6810844198440649,0.453371188064994,0.21508031850922793,ARI4SKQ1187B9B43B0,SOEEAEI12A8C1465B4,,Beres Hammond,Male,JM,Person,"crooners, lovers rock, reggae, soul",Rock,1955-08-28,,Jamaica,True,ok
Falco,dcd95aa4-f3ff-492d-a621-8518ada0f58b,Brillantin' Brutal',Junge Roemer,1984,228.12689,5,0.45,-13.844,1,0.333,123.028,4,0.926,0.0,0.0,0.6744647047022475,0.48578160227478057,,AR5DXUU1187B9B0E42,SOAVKMN12A58A7C691,,Falco,Male,AT,Person,"80s, austrian, austropop, dance-pop, disco rap, european, german, neue deutsche welle, new wave, pop, pop rap, pop rock, rock, synthpop",Pop,1957-02-19,1998-02-06,Austria,True,ok
The Plasmatics,nan,Living Dead,New Hope for the Wretched / Metal Priestess,0,94.51057,7,0.139,-5.116,1,0.505,124.439,4,0.215,0.0,0.0,0.49720377424191214,0.0,,ARYSIIT11F50C511A5,SOLUUHX12A8C136926,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Der Moderne Man,d2b7b5c6-74d3-44bb-8339-289dadb223e3,Gib mir den Tod (Live),Drama_ Spiel und Blut (Das Archiv Teil 1),0,238.8371,11,0.314,-8.696,0,0.218,96.154,4,0.0,0.0,0.0,0.419034024131271,0.29398439015383726,0.0,ARFY8NV1187B9B1961,SOKGHNS12AB0185DB0,,Der Moderne Man,,DE,Group,"germany, ndw, neue deutsche welle, punk",Rock,,,Germany,True,ok
Miriam Yeung,nan,Chao Wo,Chao Wo,0,277.15873,9,0.841,-3.397,0,0.593,135.064,4,0.271,0.0,0.0,0.49225313243508523,0.25680336879461524,,ARGGEGH11F4C83C076,SOFCZGT12A8C13918D,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Djelimady Tounkara,38a2f32e-0304-4851-9807-9d7f84b12851,Sigui,Sigui,2001,303.90812,0,0.823,-11.576,1,0.707,125.693,1,0.0,0.0,0.0,0.315307851431913,0.2666459054981068,0.0,ARLV03V1187B9A33A9,SOFEBHT12AB0188E7E,,Djélimady Tounkara,Male,ML,Person,,,1947,,Mali,True,ok
Dee Clark,82d63cd7-993c-41c4-a0dd-68f54f41f708,Whispering Grass - Original,Dee Clark Selected Hits Vol. 3,0,178.49424,1,0.593,-20.418,1,0.594,82.79,4,0.732,0.0,0.0,0.5336501394878035,0.3435088776923589,,AR8WHEJ1187B98CDCA,SOTIGFM12AB018A3E7,,Dee Clark,Male,US,Person,soul,R&B,1938-11-07,1990-12-07,United States,True,ok
Rickie Lee Jones,9cd9232e-7a3e-4eb9-8043-ee05c1e396ec,It Must Be Love (Live Acoustic Version),Naked Songs Live And Acoustic,0,287.16363,7,1.0,-15.502,1,0.925,90.373,3,0.665,0.0,0.0,0.6706153961663586,0.5031516059846183,0.26695518627553855,ARXPE571187FB4AFD0,SOHJXOB12AB018627B,,Rickie Lee Jones,Female,US,Person,"2008 universal fire victim, classic pop and rock, folk",Rock,1954-11-08,,United States,True,ok
Kraftwerk,5700dcd4-c139-4f31-aa3e-6382b9af9032,Autobahn (Live),Minimum - Maximum,2008,531.61751,2,0.901,-9.827,1,0.704,166.015,4,0.85,0.0,0.0,0.7415181300427279,0.5204121100542216,,AR1ZKBE1187FB53629,SOUNAQQ12A6701EBA8,,Kraftwerk,,DE,Group,"electro, electronic, electronic music, german, krautrock, progressive electronic, synth-pop, synthpop, techno",Electronic,1970,,Germany,True,ok
Rocket From The Tombs,3ce68b60-1c6c-4b0f-87fd-0f13410df01d,Frustration,Rocket Redux,2002,138.44853,9,0.0,-7.359,0,0.007,164.23,1,0.0,0.0,0.0,0.4706154005905156,0.3556464690258315,,ARTR7971187FB4CF69,SORYXHP12A8BEE954B,,Rocket From the Tombs,,US,Group,"cleveland, garage punk, garage rock, proto-punk, punk, punk rock, usa",Rock,1974-06,,United States,True,ok
Long John Hunter,3051925f-d398-4261-af56-0c60d660aa1d,Slash,Ooh Wee Pretty Baby!,0,117.83791,0,0.008,-10.688,1,0.293,81.988,3,0.999,0.0,0.0,0.3784085580880031,0.3171877691384044,0.0,ARJIQLJ1187B998316,SOMQRBU12A8C130DE1,,Long John Hunter,Male,US,Person,"blues, electric blues, electric texas blues, texas blues",Blues,1931-07-13,2016-01-04,United States,True,ok
J.R. Writer_ Jha Jha,a111c7e6-bbb7-43bc-a2dd-f0aee3a592c1,What It Do,Jim Jones Presents M.O.B. (Members Of Byrdgang),0,145.10975,6,0.562,-9.146,0,0.447,151.936,4,0.679,0.0,0.0,0.6417666647067343,0.387243574627964,0.26586104921065007,AR7FN5Y1187B99B248,SOMAWEN12A6D4FC37F,,J.R. Writer,Male,US,Person,hip hop,Hip-Hop,1984-09-13,,United States,True,ok
Buddy Miles,575ce447-e37e-4810-a4a2-c3a346455048,Midnight Rider,Best Of Buddy Miles,1997,218.3571,7,0.394,-9.978,1,0.781,94.57,5,0.362,0.0,0.0,0.5963498543267984,0.4184295978846103,0.2707759989463275,ARIIEQL1187FB5CE68,SOMTQWW12A8C13F17C,,Buddy Miles,Male,US,Person,"blues rock, funk rock, jazz, smooth soul",Rock,1947-09-05,2008-02-26,United States,True,ok
